,Mo Sold,Overall Qual,Kitchen Qual,Fireplaces,TotRms AbvGrd,2nd Flr SF,newer_build,Total Bsmt SF,Garage Cond,BsmtFin SF 2,Enclosed Porch,Garage Qual,off_site,Exter Qual,street,Gr Liv Area,Kitchen AbvGr,Low Qual Fin SF,Open Porch SF,Wood Deck SF,normal,Garage Cars,Lot Area,Misc Val,MS SubClass,1st Flr SF,Bedroom AbvGr,close_to_rail,Bsmt Cond,Id,Garage Yr Blt,Year Built,Year Remod/Add,3Ssn Porch,Bsmt Unf SF,Bsmt Qual,Garage Area,BsmtFin SF 1,Bsmt Exposure,Fireplace Qu,Lot Frontage,Overall Cond,Pool QC,Exter Cond,Heating QC,Mas Vnr Area,Screen Porch,total_bath,Pool Area,Yr Sold
386,3,5,2,0,5,0,0,864.0,2.0,0.0,0,2.0,0,0,0,864,1,0,0,0,2,1.0,7200,0,20,864,3,0,1.0,2788,1977.0,1972,1972,0,427.0,1.0,297.0,437.0,-1.0,1.4709800190294957,60.0,8,0,0,3,0.0,0,1.0,0,2006
387,9,7,2,0,8,0,1,1721.0,2.0,0.0,0,2.0,0,1,0,1740,1,0,43,0,2,3.0,12228,0,20,1740,4,0,2.0,2384,2006.0,2006,2006,0,1721.0,3.0,874.0,0.0,-1.0,1.4709800190294957,108.0,5,0,0,3,206.0,0,2.0,0,2006
388,7,5,2,1,7,0,0,1461.0,2.0,0.0,180,2.0,0,0,0,1721,1,0,96,0,2,2.0,10335,0,20,1721,3,0,1.0,2716,1968.0,1968,1993,0,891.0,1.0,440.0,570.0,-1.0,1.0,78.0,6,0,0,2,0.0,0,2.5,0,2006
389,5,6,2,0,6,0,0,1012.0,2.0,0.0,0,2.0,0,0,0,1034,1,0,0,0,2,3.0,12328,0,80,1034,3,0,1.0,313,1976.0,1976,1976,0,473.0,1.0,888.0,539.0,1.0,1.4709800190294957,69.05520046484602,5,0,0,1,335.0,0,2.0,0,2010
390,4,6,2,0,8,584,0,0.0,2.0,0.0,0,2.0,0,0,0,1902,2,0,0,0,1,2.0,8930,0,90,1318,4,1,1.0100200400801602,84,1978.0,1978,1978,0,0.0,1.5861723446893787,539.0,0.0,-0.32363271450075265,1.4709800190294957,68.0,5,0,0,1,0.0,0,2.0,0,2010
391,5,6,2,0,6,0,1,1040.0,2.0,0.0,0,2.0,0,0,0,1097,1,0,0,0,2,2.0,9672,0,20,1097,3,0,1.0,81,1986.0,1984,1985,0,702.0,2.0,480.0,338.0,-1.0,1.4709800190294957,81.0,5,0,0,1,0.0,0,2.0,0,2010
392,8,9,3,1,10,1089,1,1090.0,2.0,0.0,0,2.0,0,1,0,2206,1,0,95,148,2,3.0,13975,0,60,1117,4,0,1.0,2389,2005.0,2005,2006,0,1090.0,2.0,670.0,0.0,1.0,2.0,120.0,5,0,0,3,525.0,0,2.5,0,2006
393,3,6,2,1,6,0,0,1029.0,2.0,127.0,0,2.0,0,0,0,1117,1,0,0,144,2,2.0,7819,0,80,1117,3,0,1.0,280,1976.0,1976,1976,0,480.0,1.0,672.0,422.0,1.0,1.0,94.0,5,0,0,1,0.0,0,2.0,0,2010
394,4,4,2,0,11,1044,0,777.0,2.0,0.0,114,2.0,0,0,0,2290,2,0,0,0,2,2.0,11340,0,190,1246,4,0,1.0,190,1971.0,1885,1950,0,777.0,1.0,560.0,0.0,-1.0,1.4709800190294957,60.0,6,0,0,2,0.0,0,2.0,0,2010
395,7,6,2,0,5,465,0,483.0,2.0,0.0,0,2.0,0,0,0,948,1,0,0,0,2,1.0,1680,0,160,483,2,0,1.0,2371,1972.0,1972,1972,0,207.0,1.0,264.0,276.0,-1.0,1.4709800190294957,21.0,5,0,0,1,504.0,0,1.5,0,2006
396,3,6,2,0,5,319,0,600.0,2.0,0.0,45,2.0,0,0,0,919,1,0,0,0,2,1.0,6001,0,50,600,3,0,1.0,213,1940.0,1940,1950,0,232.0,0.0,231.0,368.0,-1.0,1.4709800190294957,65.0,5,0,0,3,0.0,0,1.0,0,2010
397,9,6,2,0,7,0,0,912.0,2.0,0.0,0,2.0,0,0,0,1152,1,0,126,0,1,2.0,11700,0,20,1152,3,1,1.0,1864,1968.0,1968,1968,0,912.0,1.0,412.0,0.0,-1.0,1.4709800190294957,78.0,6,0,0,3,41.0,0,2.5,0,2007
398,1,9,3,1,10,707,1,1590.0,2.0,0.0,0,2.0,0,2,0,2334,1,0,133,144,2,3.0,12858,0,60,1627,3,0,1.0,37,2009.0,2009,2010,0,1590.0,3.0,751.0,0.0,-1.0,2.0,102.0,5,0,0,3,162.0,0,2.5,0,2010
399,4,5,2,2,6,0,0,1268.0,2.0,0.0,0,2.0,0,0,1,1264,1,0,0,0,1,2.0,9300,0,20,1264,3,0,1.0,146,1960.0,1960,1960,0,571.0,1.0,461.0,697.0,-1.0,2.0,73.0,5,0,0,1,324.0,143,2.0,0,2010
400,6,5,2,2,6,0,0,1086.0,2.0,0.0,0,2.0,0,0,1,1224,2,0,0,120,1,2.0,7018,0,90,1224,2,0,1.0,809,1979.0,1979,1979,0,0.0,2.0,528.0,1086.0,1.0,1.0,64.0,5,0,0,1,275.0,0,3.0,0,2009
401,7,6,2,0,6,672,0,672.0,2.0,0.0,0,2.0,0,0,1,1369,1,0,0,147,1,1.0,6629,0,70,697,3,0,1.0,767,1930.0,1925,1950,0,121.0,1.0,300.0,551.0,-1.0,1.4709800190294957,54.0,6,0,1,1,0.0,0,3.0,0,2009
402,2,5,2,0,5,0,0,894.0,2.0,712.0,0,2.0,0,0,0,894,1,0,0,365,2,1.0,10650,0,20,894,3,0,2.0,262,1976.0,1976,1976,0,0.0,1.0,308.0,182.0,1.0,1.4709800190294957,75.0,6,0,0,1,0.0,0,2.0,0,2010
403,6,6,2,0,5,804,1,756.0,2.0,0.0,0,2.0,0,1,0,1573,1,0,32,0,2,2.0,2117,0,160,769,3,0,1.0,101,2000.0,2000,2000,0,378.0,2.0,440.0,378.0,-1.0,1.4709800190294957,69.05520046484602,5,0,0,3,216.0,0,2.5,0,2010
404,6,8,2,1,7,563,1,1671.0,2.0,0.0,0,2.0,0,1,0,2250,1,0,130,238,2,3.0,13650,0,60,1687,3,0,1.0,48,2002.0,2002,2002,0,1093.0,2.0,756.0,578.0,2.0,4.0,105.0,5,0,0,3,232.0,0,3.5,0,2010
405,6,6,2,1,7,695,1,794.0,2.0,0.0,0,2.0,0,0,0,1514,1,0,72,0,2,2.0,8433,0,60,819,3,0,1.0,489,2000.0,2000,2000,0,111.0,2.0,394.0,683.0,-1.0,1.0,42.0,5,0,0,3,0.0,0,3.5,0,2009
406,4,6,2,0,7,546,0,672.0,1.9566339700567887,0.0,0,1.9385647909137842,0,0,0,1218,1,0,0,201,2,0.0,1680,0,160,672,3,0,1.0,2369,1978.7077955601446,1971,1971,0,672.0,1.0,0.0,0.0,-1.0,1.4709800190294957,21.0,5,0,0,1,236.0,0,1.5,0,2006
407,11,5,2,0,7,576,0,811.0,2.0,0.0,0,2.0,0,0,0,1387,2,0,0,0,2,1.0,6000,0,190,811,3,0,1.0,707,1954.0,1954,1954,0,811.0,1.0,256.0,0.0,-1.0,1.4709800190294957,50.0,4,0,0,1,0.0,0,2.0,0,2009
408,7,4,2,0,6,668,0,649.0,0.0,0.0,172,2.0,0,0,1,1317,1,0,54,0,1,1.0,8500,0,70,649,3,0,1.0,1556,1920.0,1920,1950,0,649.0,1.0,250.0,0.0,-1.0,1.4709800190294957,50.0,4,0,-1,1,0.0,0,1.0,0,2008
409,3,6,2,0,7,582,0,684.0,1.9566339700567887,0.0,115,1.9385647909137842,0,0,0,1355,1,0,0,136,2,0.0,6882,0,70,773,3,0,1.0,2034,1978.7077955601446,1914,2006,0,684.0,1.0,0.0,0.0,-1.0,1.4709800190294957,60.0,7,0,0,1,0.0,0,1.5,0,2007
410,6,4,2,0,5,0,0,756.0,2.0,0.0,265,2.0,0,-1,0,952,1,0,0,0,2,1.0,8712,0,30,952,3,0,1.0,308,1896.0,1896,1950,0,756.0,1.0,330.0,0.0,-1.0,1.4709800190294957,66.0,7,0,-1,2,0.0,0,1.0,0,2010
411,5,6,2,1,6,0,0,1143.0,4.0,0.0,0,2.0,0,0,0,1113,1,0,30,370,2,1.0,7917,0,20,1113,3,0,2.0,2176,1987.0,1976,1976,0,392.0,1.0,504.0,751.0,-1.0,0.0,69.05520046484602,7,0,1,1,174.0,0,2.5,0,2007
412,2,5,2,1,4,0,0,740.0,7.0,125.0,0,7.0,0,0,0,778,1,0,25,0,2,1.0,6900,0,30,778,2,0,1.0,1549,1966.0,1940,1955,0,212.0,1.0,924.0,403.0,-1.0,2.0,71.0,6,0,0,3,0.0,0,1.0,0,2008
413,7,6,2,1,7,545,0,778.0,2.0,0.0,0,2.0,0,0,0,1489,1,0,0,335,2,1.0,9900,0,50,944,3,0,1.0,909,1940.0,1940,1950,0,778.0,1.0,240.0,0.0,-1.0,2.0,60.0,7,0,0,1,0.0,0,2.0,0,2009
414,2,9,3,1,8,0,1,1698.0,2.0,0.0,0,2.0,0,2,0,1698,1,0,64,327,2,3.0,13286,0,20,1698,3,0,1.0,892,2007.0,2007,2008,0,464.0,3.0,768.0,1234.0,-1.0,2.0,86.0,5,0,0,3,340.0,0,3.0,0,2009
415,4,7,2,2,7,1005,0,1005.0,2.0,0.0,0,2.0,0,0,1,2267,1,0,0,521,1,2.0,12888,0,70,1262,3,0,1.0,2045,1937.0,1937,1980,0,717.0,1.0,498.0,288.0,-1.0,2.0,107.0,8,0,1,1,0.0,0,2.5,0,2007
416,6,5,2,0,5,0,1,864.0,2.0,324.0,0,2.0,0,0,0,902,1,0,0,164,2,2.0,8885,0,20,902,2,0,1.0,2927,1983.0,1983,1983,0,239.0,2.0,484.0,301.0,1.0,1.4709800190294957,69.05520046484602,5,0,0,1,0.0,0,2.0,0,2006
417,3,6,2,1,7,757,1,738.0,2.0,0.0,0,2.0,0,1,0,1495,1,0,30,100,2,2.0,8857,0,60,738,3,0,1.0,1732,2006.0,2006,2006,0,738.0,2.0,440.0,0.0,-1.0,2.0,62.0,5,0,0,3,0.0,0,2.5,0,2007
418,11,5,2,0,7,0,1,1348.0,2.0,0.0,0,2.0,0,1,0,1384,1,0,39,0,2,2.0,14137,0,20,1384,3,0,1.0,998,1996.0,1996,1997,0,898.0,2.0,404.0,450.0,-1.0,1.4709800190294957,53.0,5,0,0,2,0.0,0,3.0,0,2008
419,4,6,2,1,7,585,0,585.0,2.0,0.0,0,2.0,0,0,0,1436,1,0,0,184,2,1.0,6720,0,70,851,3,0,1.0,2203,1992.0,1921,1950,0,585.0,1.0,228.0,0.0,-1.0,2.0,53.0,7,0,0,1,0.0,0,1.0,0,2007
420,10,6,2,1,7,684,1,952.0,2.0,0.0,0,2.0,0,1,0,1636,1,0,84,0,2,2.0,7500,0,60,952,3,0,1.0,356,1998.0,1998,1999,0,476.0,2.0,440.0,476.0,-1.0,1.0,60.0,5,0,0,2,0.0,0,3.5,0,2009
421,5,6,2,0,5,0,1,1158.0,2.0,0.0,0,2.0,0,0,0,1158,1,0,50,0,1,2.0,13072,0,20,1158,3,1,1.0,2475,2006.0,2004,2004,0,217.0,2.0,576.0,941.0,-1.0,1.4709800190294957,63.0,5,0,0,3,0.0,0,2.5,0,2006
422,11,8,2,1,6,0,1,1638.0,2.0,0.0,0,2.0,0,1,0,1646,1,0,80,192,2,3.0,10656,0,20,1646,3,0,1.0,2264,2007.0,2006,2007,0,1638.0,2.0,870.0,0.0,1.0,2.0,67.0,5,0,0,3,274.0,0,2.0,0,2007
423,6,5,2,2,7,787,0,731.0,2.0,0.0,264,2.0,0,0,1,1768,1,0,0,0,1,1.0,7200,0,50,981,3,0,1.0,2201,1939.0,1937,1950,0,162.0,2.0,240.0,569.0,-1.0,1.0,60.0,7,0,0,3,252.0,0,2.5,0,2007
424,6,6,2,2,7,0,0,1187.0,2.0,252.0,211,2.0,0,0,0,1565,1,0,25,200,1,1.0,8800,460,190,1565,3,1,1.0,2545,1965.0,1965,2000,0,34.0,1.0,299.0,901.0,0.0,1.0,80.0,7,0,1,3,0.0,0,3.0,0,2006
425,10,7,2,2,6,888,0,880.0,2.0,0.0,0,2.0,0,0,0,1768,1,0,341,0,2,2.0,10800,0,75,880,2,0,1.0,2660,1914.0,1914,1970,0,490.0,2.0,320.0,390.0,0.0,1.0,60.0,7,0,0,0,0.0,0,1.5,0,2006
426,10,5,2,0,8,336,0,660.0,1.9566339700567887,0.0,0,1.9385647909137842,0,-1,0,1396,2,0,0,0,2,0.0,9000,0,190,1060,4,0,1.0,2882,1978.7077955601446,1951,1951,0,660.0,1.0,0.0,0.0,0.0,1.4709800190294957,50.0,6,0,-1,1,0.0,0,2.0,0,2006
427,12,6,2,1,6,0,0,1008.0,2.0,0.0,0,2.0,0,0,0,1096,1,0,0,168,2,2.0,13014,0,80,1096,3,0,1.0,1379,1978.0,1978,1978,0,480.0,1.0,484.0,528.0,1.0,0.0,80.0,5,0,0,1,39.0,0,2.0,0,2008
428,5,7,2,1,8,1089,1,1177.0,2.0,0.0,0,2.0,0,1,0,2312,1,0,0,298,1,3.0,15896,0,60,1223,4,1,1.0,491,1999.0,1999,1999,0,264.0,2.0,658.0,913.0,-1.0,1.0,69.05520046484602,5,0,0,3,210.0,0,3.5,0,2009
429,10,8,2,1,5,0,1,1337.0,2.0,0.0,70,2.0,0,1,0,1337,1,0,0,96,2,2.0,5395,0,120,1337,2,0,1.0,1002,1993.0,1993,1993,168,604.0,2.0,462.0,733.0,-1.0,1.0,41.0,5,0,0,2,0.0,0,3.0,0,2008
430,3,7,2,0,4,551,1,551.0,2.0,0.0,0,2.0,0,1,0,1102,1,0,60,0,2,2.0,5105,0,160,551,2,0,1.0,1848,2004.0,2004,2004,0,312.0,2.0,480.0,239.0,-1.0,1.4709800190294957,69.05520046484602,5,0,0,3,0.0,0,2.5,0,2007
431,3,8,2,1,7,903,1,1128.0,2.0,0.0,0,2.0,0,1,0,2031,1,0,211,0,2,2.0,9473,0,60,1128,3,0,1.0,1455,2002.0,2002,2002,0,324.0,2.0,577.0,804.0,-1.0,2.0,75.0,5,0,0,3,99.69590931493346,0,3.5,0,2008
432,1,2,0,0,3,0,0,290.0,2.0,0.0,0,2.0,0,0,0,438,1,0,0,0,2,1.0,8400,0,30,438,1,0,0.0,908,1930.0,1920,1950,0,0.0,1.0,246.0,290.0,-1.0,1.4709800190294957,60.0,5,0,0,1,0.0,0,1.0,0,2009
433,4,5,2,0,6,0,0,456.0,2.0,0.0,0,0.0,0,0,0,1033,1,0,0,224,2,2.0,12102,0,85,1033,3,0,2.0,1490,1976.0,1976,1976,0,0.0,2.0,504.0,456.0,2.0,1.4709800190294957,64.0,5,0,0,3,222.0,0,1.5,0,2008
434,8,7,2,1,9,1198,1,1129.0,2.0,0.0,0,2.0,0,1,0,2327,1,0,57,0,2,2.0,10905,0,60,1129,4,0,1.0,1465,2003.0,2003,2003,0,1129.0,2.0,596.0,0.0,-1.0,2.0,41.0,5,0,0,3,0.0,0,2.5,0,2008
435,8,7,2,0,6,0,1,1168.0,2.0,0.0,0,2.0,0,0,0,1187,1,0,21,0,2,2.0,9556,0,20,1187,3,0,1.0,1627,1992.0,1992,1993,0,1168.0,2.0,420.0,0.0,-1.0,1.4709800190294957,69.05520046484602,5,0,0,2,52.0,0,2.0,0,2007
436,7,6,2,0,6,524,0,780.0,2.0,0.0,0,2.0,0,0,1,1340,1,0,0,0,1,1.0,6430,0,190,816,3,0,1.0,2849,1945.0,1945,1950,0,0.0,1.0,440.0,780.0,1.0,1.4709800190294957,58.0,6,0,0,1,0.0,0,2.0,0,2006
437,6,4,0,0,6,0,0,0.0,1.9566339700567887,0.0,0,1.9385647909137842,0,0,0,1152,2,0,0,0,2,0.0,6040,0,90,1152,2,0,1.0100200400801602,1501,1978.7077955601446,1955,1955,0,0.0,1.5861723446893787,0.0,0.0,-0.32363271450075265,1.4709800190294957,65.0,5,0,0,1,0.0,0,2.0,0,2008
438,7,6,2,2,5,0,0,1562.0,2.0,0.0,0,2.0,0,0,0,1567,1,0,110,0,2,2.0,14695,0,20,1567,2,0,1.0,626,1966.0,1966,2008,0,175.0,1.0,542.0,1387.0,-1.0,2.0,80.0,8,0,1,2,210.0,342,3.0,0,2009
439,7,7,2,0,7,650,0,650.0,2.0,0.0,0,2.0,0,0,1,1482,1,0,0,0,1,2.0,9000,0,70,832,3,0,1.0,722,1930.0,1920,1988,0,26.0,1.0,324.0,624.0,-1.0,1.4709800190294957,50.0,9,0,1,3,0.0,0,1.5,0,2009
440,4,7,2,0,7,0,1,1689.0,2.0,0.0,0,2.0,0,1,0,1689,1,0,39,100,2,2.0,8368,0,20,1689,3,0,1.0,2260,2007.0,2006,2007,0,1689.0,2.0,433.0,0.0,-1.0,1.4709800190294957,67.0,5,0,0,3,0.0,0,2.0,0,2007
441,11,5,2,0,7,0,0,1100.0,2.0,0.0,0,2.0,0,0,0,1424,1,0,0,144,2,3.0,41600,0,190,1424,3,0,1.0,1639,1969.0,1969,1990,0,53.0,2.0,828.0,1047.0,2.0,1.4709800190294957,195.0,5,0,0,1,0.0,0,2.5,0,2007
442,4,5,2,0,4,0,1,816.0,2.0,0.0,0,2.0,0,0,0,816,1,0,0,315,2,1.0,6490,0,20,816,2,0,1.0,1603,1983.0,1983,1983,0,282.0,1.0,264.0,534.0,-1.0,1.4709800190294957,59.0,7,0,1,3,0.0,0,1.5,0,2008
443,4,7,2,1,7,0,0,1228.0,2.0,0.0,90,2.0,0,0,0,1424,1,0,0,0,2,1.0,7290,0,30,1424,2,0,1.0,1520,1921.0,1921,1950,0,1228.0,1.0,312.0,0.0,-1.0,2.0,60.0,8,0,0,3,174.0,0,2.0,0,2008
444,6,7,2,0,7,754,0,725.0,2.0,0.0,0,2.0,0,0,0,1479,1,0,32,0,2,2.0,7472,0,60,725,4,0,1.0,1665,1972.0,1972,2004,0,99.0,1.0,484.0,626.0,-1.0,1.4709800190294957,69.05520046484602,9,0,0,2,138.0,0,2.5,0,2007
445,3,5,2,0,6,0,0,1025.0,1.9566339700567887,0.0,0,1.9385647909137842,0,0,1,1025,1,0,80,96,1,0.0,7000,0,190,1025,3,0,1.0,2635,1978.7077955601446,1962,1962,0,72.0,1.0,0.0,953.0,1.0,1.4709800190294957,70.0,5,0,0,1,0.0,0,2.0,0,2006
446,2,6,2,1,6,0,0,1442.0,2.0,0.0,0,2.0,1,0,0,1442,1,0,0,371,1,2.0,11717,0,20,1442,2,0,1.0,581,1970.0,1970,1970,0,1442.0,1.0,615.0,0.0,-1.0,1.0,69.05520046484602,6,0,0,1,571.0,0,2.0,0,2009
447,11,8,2,1,7,482,1,1406.0,2.0,0.0,0,2.0,0,1,0,1936,1,0,124,188,2,2.0,11194,0,60,1454,3,0,1.0,2435,2000.0,2000,2000,0,1406.0,2.0,504.0,0.0,-1.0,1.0,106.0,5,0,0,3,40.0,0,2.5,0,2006
448,5,7,2,1,8,869,1,1054.0,2.0,0.0,0,2.0,0,0,0,1939,1,0,84,128,2,3.0,11250,0,60,1070,3,0,1.0,2799,1998.0,1998,1998,0,258.0,2.0,555.0,796.0,0.0,1.0,90.0,5,0,0,3,227.0,0,3.0,0,2006
449,2,6,2,0,7,738,1,738.0,2.0,0.0,0,2.0,0,1,0,1476,1,0,35,100,2,2.0,8633,0,60,738,3,0,1.0,883,2005.0,2005,2005,0,545.0,2.0,540.0,193.0,-1.0,1.4709800190294957,64.0,5,0,0,3,0.0,0,3.5,0,2009
450,8,5,2,0,6,0,0,833.0,2.0,0.0,0,2.0,0,0,1,898,1,0,0,143,1,1.0,8400,0,85,898,3,0,1.0,2537,1968.0,1968,1968,0,89.0,2.0,326.0,744.0,2.0,1.4709800190294957,70.0,6,0,0,2,0.0,0,2.0,0,2006
451,8,8,2,1,6,0,1,1460.0,2.0,0.0,0,2.0,0,1,1,1460,1,0,20,0,1,2.0,10037,0,20,1460,3,0,1.0,1120,2006.0,2006,2007,0,794.0,3.0,480.0,666.0,-1.0,2.0,87.0,5,0,0,3,99.69590931493346,0,2.0,0,2008
452,6,6,2,1,5,0,0,456.0,2.0,0.0,0,2.0,0,0,0,1034,1,0,0,0,2,2.0,8014,0,85,1034,3,0,1.0,774,1978.0,1978,1978,0,0.0,2.0,504.0,456.0,2.0,0.0,69.05520046484602,5,0,0,1,23.0,0,1.5,0,2009
453,5,5,2,0,5,0,0,864.0,2.0,0.0,280,2.0,0,0,0,1174,1,0,0,211,2,2.0,12250,0,20,1174,3,0,1.0,1447,1978.0,1978,1978,0,83.0,2.0,528.0,781.0,0.0,1.4709800190294957,69.05520046484602,6,0,0,3,180.0,0,2.0,0,2008
454,6,7,2,0,4,550,1,530.0,2.0,0.0,0,2.0,0,1,0,1080,1,0,50,0,2,2.0,2403,0,160,530,2,0,1.0,104,2003.0,2003,2003,0,286.0,2.0,496.0,244.0,-1.0,1.4709800190294957,69.05520046484602,5,0,0,3,0.0,0,2.5,0,2010
455,6,6,2,1,7,596,0,780.0,2.0,0.0,0,2.0,0,0,0,1376,1,0,0,0,2,1.0,8600,0,50,780,3,0,1.0,2694,1937.0,1937,1950,0,780.0,1.0,198.0,0.0,-1.0,2.0,50.0,6,0,0,1,0.0,0,2.0,0,2006
456,2,5,2,2,6,727,0,840.0,2.0,0.0,150,2.0,0,0,0,1567,1,0,21,0,2,2.0,13680,0,50,840,2,0,1.0,920,1961.0,1940,1950,0,112.0,1.0,440.0,728.0,-1.0,1.0,60.0,6,0,0,3,0.0,0,2.5,0,2009
457,7,5,2,0,6,783,0,736.0,1.9566339700567887,0.0,0,1.9385647909137842,0,0,0,1534,1,0,112,0,2,0.0,10800,0,70,751,3,0,1.0,1951,1978.7077955601446,1895,1999,0,736.0,2.0,0.0,0.0,1.0,1.4709800190294957,60.0,9,0,1,3,0.0,0,1.5,0,2007
458,3,8,2,1,5,0,1,1595.0,2.0,0.0,0,2.0,0,1,0,1616,1,0,152,237,2,2.0,5389,0,120,1616,2,0,1.0,9,1995.0,1995,1996,0,415.0,2.0,608.0,1180.0,-1.0,1.0,39.0,5,0,0,3,0.0,0,3.0,0,2010
459,7,5,0,0,6,493,0,1058.0,2.0,0.0,0,0.0,0,0,0,1551,1,0,0,0,2,1.0,10890,0,50,1058,3,0,1.0,2848,1938.0,1938,1950,0,128.0,0.0,240.0,930.0,-1.0,1.4709800190294957,60.0,5,0,0,1,0.0,0,3.0,0,2006
460,2,5,2,0,5,0,0,960.0,2.0,247.0,0,2.0,0,0,0,960,1,0,70,0,2,1.0,9768,0,20,960,2,0,1.0,614,1955.0,1955,1955,0,613.0,1.0,330.0,100.0,-1.0,1.4709800190294957,68.0,5,0,0,2,0.0,0,2.0,0,2009
461,8,7,2,0,6,0,1,1302.0,2.0,0.0,0,2.0,0,1,0,1302,1,0,22,0,2,2.0,8993,0,20,1302,3,0,1.0,1736,2007.0,2007,2007,0,1302.0,2.0,436.0,0.0,1.0,1.4709800190294957,73.0,5,0,0,3,0.0,0,2.0,0,2007
462,7,5,2,0,4,0,0,816.0,0.0,0.0,112,0.0,0,0,0,816,1,0,0,168,2,1.0,11672,0,30,816,2,0,1.0,2686,1925.0,1925,1950,0,816.0,1.0,210.0,0.0,-1.0,1.4709800190294957,50.0,5,0,0,1,0.0,0,1.0,0,2006
463,9,7,2,1,5,0,1,1502.0,2.0,72.0,0,2.0,0,1,0,1502,1,0,0,0,2,1.0,9763,0,120,1502,1,0,1.0,2257,1998.0,1998,1998,0,328.0,2.0,286.0,1102.0,-1.0,1.0,69.05520046484602,5,0,0,3,239.0,0,2.5,0,2007
464,12,6,2,0,7,0,1,192.0,2.0,0.0,0,2.0,0,0,1,1133,1,0,175,0,1,1.0,9836,0,20,1133,3,0,1.0,1284,2008.0,2008,2008,0,96.0,1.0,308.0,96.0,-1.0,1.4709800190294957,56.0,5,0,0,2,0.0,0,2.0,0,2008
465,7,9,2,1,9,1407,1,1408.0,2.0,0.0,0,2.0,0,1,0,3078,1,0,87,108,2,3.0,10557,0,60,1671,4,0,1.0,1765,1998.0,1998,1998,0,736.0,3.0,806.0,672.0,2.0,1.0,89.0,5,0,0,3,422.0,0,3.5,0,2007
466,7,6,2,0,7,785,1,928.0,2.0,0.0,0,2.0,0,1,0,1721,1,0,87,300,2,2.0,8462,0,60,936,3,0,2.0,1811,1994.0,1994,1994,0,114.0,2.0,471.0,814.0,-1.0,1.4709800190294957,70.0,5,0,1,3,105.0,0,3.0,0,2007
467,2,4,2,1,7,779,0,1077.0,2.0,0.0,96,0.0,0,0,0,1760,1,0,0,120,2,2.0,10818,0,50,981,4,0,1.0,2603,1935.0,1910,1950,0,1077.0,0.0,648.0,0.0,-1.0,1.0,60.0,4,0,0,1,0.0,0,1.5,0,2006
468,7,6,2,1,9,884,0,1028.0,2.0,150.0,0,2.0,0,0,0,2320,1,0,0,224,2,1.0,7259,0,70,1436,3,0,1.0,2220,1945.0,1945,2002,0,104.0,1.0,180.0,774.0,-1.0,1.0,61.0,8,0,0,3,0.0,0,3.5,0,2007
469,7,7,2,1,10,1340,1,1122.0,2.0,0.0,0,2.0,0,1,0,2486,1,0,32,143,2,2.0,11800,0,60,1146,5,0,1.0,2273,2003.0,2003,2004,0,356.0,2.0,452.0,766.0,2.0,2.0,69.05520046484602,5,0,0,3,94.0,0,4.5,0,2007
470,5,5,2,0,6,0,0,1246.0,2.0,906.0,0,2.0,0,0,0,1246,1,0,0,218,2,1.0,7500,0,20,1246,3,0,1.0,163,1959.0,1959,1994,0,0.0,1.0,305.0,340.0,-1.0,1.4709800190294957,75.0,7,0,0,3,0.0,0,2.5,0,2010
471,6,6,2,2,7,700,0,1444.0,2.0,0.0,0,2.0,0,1,0,2144,1,0,98,0,2,2.0,159000,500,50,1444,4,0,1.0,2116,1958.0,1958,2006,0,747.0,2.0,389.0,697.0,2.0,1.0,69.05520046484602,7,0,0,2,472.0,0,2.5,0,2007
472,3,5,2,2,6,351,0,799.0,2.0,0.0,0,2.0,0,0,0,1150,1,0,0,264,2,1.0,6488,0,50,799,3,0,1.0,2734,1942.0,1942,1950,0,569.0,1.0,215.0,230.0,-1.0,1.0,62.0,5,0,0,3,0.0,0,1.0,0,2006
473,7,8,2,1,7,0,1,1566.0,2.0,0.0,0,2.0,0,1,0,1600,1,0,56,0,2,3.0,14230,0,20,1600,3,0,1.0,426,2007.0,2007,2007,0,1566.0,2.0,890.0,0.0,-1.0,2.0,110.0,5,0,0,3,640.0,0,2.0,0,2009
474,11,4,2,1,7,525,0,930.0,2.0,0.0,0,0.0,0,0,0,1755,1,0,40,0,2,1.0,7810,0,50,1230,4,0,2.0,2216,1930.0,1930,2003,0,741.0,1.0,231.0,189.0,-1.0,1.0,110.0,6,0,1,3,0.0,0,2.0,0,2007
475,5,8,2,1,7,0,1,1800.0,2.0,0.0,0,2.0,0,1,0,1800,1,0,78,270,2,3.0,14331,0,20,1800,3,0,1.0,2900,2002.0,2002,2002,0,526.0,3.0,765.0,1274.0,2.0,2.0,85.0,5,0,0,3,630.0,0,3.0,0,2006
476,6,7,2,0,4,600,1,600.0,2.0,0.0,0,2.0,0,1,0,1200,1,0,172,0,2,2.0,3182,0,160,600,2,0,1.0,97,2004.0,2004,2005,0,600.0,2.0,480.0,0.0,-1.0,1.4709800190294957,30.0,5,0,0,3,0.0,0,2.5,0,2010
477,8,5,2,0,6,600,0,765.0,2.0,0.0,0,2.0,0,0,0,1365,1,0,36,240,2,2.0,1920,0,160,765,2,0,1.0,1680,1971.0,1971,1971,0,294.0,1.0,440.0,471.0,-1.0,1.4709800190294957,24.0,5,0,0,3,376.0,0,2.5,0,2007
