,Mo Sold,Overall Qual,Kitchen Qual,Fireplaces,TotRms AbvGrd,2nd Flr SF,newer_build,Total Bsmt SF,Garage Cond,BsmtFin SF 2,Enclosed Porch,Garage Qual,off_site,Exter Qual,street,Gr Liv Area,Kitchen AbvGr,Low Qual Fin SF,Open Porch SF,Wood Deck SF,normal,Garage Cars,Lot Area,Misc Val,MS SubClass,1st Flr SF,Bedroom AbvGr,close_to_rail,Bsmt Cond,Id,Garage Yr Blt,Year Built,Year Remod/Add,3Ssn Porch,Bsmt Unf SF,Bsmt Qual,Garage Area,BsmtFin SF 1,Bsmt Exposure,Fireplace Qu,Lot Frontage,Overall Cond,Pool QC,Exter Cond,Heating QC,Mas Vnr Area,Screen Porch,total_bath,Pool Area,Yr Sold,Gr Liv Area^2,Lot Area^2,Overall Qual^2,Year Built^2,Year Remod/Add^2,BsmtFin SF 1^2,Lot Frontage^2,interact 1
582,5,7,2,1,6,0,1,1350.0,2.0,0.0,0,2.0,0,1,0,1358,1,0,26,192,2,2.0,10307,0,120,1358,2,0,1.0,455,2008.0,2007,2008,0,474.0,2.0,484.0,876.0,-1.0,2.0,80.0,5,0,0,3,176.0,0,3.0,0,2009,1844164,106234249,49,4028049,4032064,767376.0,6400.0,10307
583,5,6,2,0,5,0,1,1216.0,2.0,0.0,0,2.0,0,0,0,1216,1,0,125,0,2,2.0,4500,0,120,1216,2,0,1.0,2906,1998.0,1998,1998,0,319.0,3.0,402.0,897.0,-1.0,1.4709800190294957,32.0,5,0,0,3,116.0,0,3.0,0,2006,1478656,20250000,36,3992004,3992004,804609.0,1024.0,4500
584,4,6,2,0,6,671,0,967.0,2.0,0.0,0,2.0,0,0,0,1638,1,0,21,0,2,1.0,9060,0,50,967,4,0,1.0,2878,1957.0,1957,1957,0,967.0,1.0,384.0,0.0,-1.0,1.4709800190294957,75.0,5,0,0,2,327.0,0,2.0,0,2006,2683044,82083600,36,3829849,3829849,0.0,5625.0,0
585,3,7,2,0,4,628,1,600.0,2.0,0.0,0,2.0,0,1,0,1252,1,0,48,0,2,2.0,2160,0,160,624,2,0,1.0,1173,1999.0,1999,2000,0,90.0,2.0,462.0,510.0,-1.0,1.4709800190294957,24.0,5,0,0,3,212.0,0,3.5,0,2008,1567504,4665600,49,3996001,4000000,260100.0,576.0,2160
586,6,5,2,1,5,0,1,828.0,2.0,110.0,0,2.0,0,0,0,883,1,0,32,100,2,2.0,7669,0,85,883,2,0,1.0,985,1998.0,1992,1993,0,0.0,2.0,698.0,718.0,1.0,0.0,70.0,6,0,0,1,0.0,0,2.0,0,2009,779689,58813561,25,3968064,3972049,515524.0,4900.0,7669
587,11,5,2,0,5,0,0,864.0,2.0,0.0,0,2.0,0,0,0,874,1,0,0,33,2,1.0,9858,600,20,874,3,0,1.0,975,1968.0,1968,1968,0,354.0,1.0,288.0,510.0,-1.0,1.4709800190294957,62.0,6,0,0,1,0.0,0,2.0,0,2009,763876,97180164,25,3873024,3873024,260100.0,3844.0,0
588,4,7,2,0,9,808,0,576.0,2.0,0.0,64,2.0,0,0,1,1710,1,0,11,12,0,2.0,10300,0,70,902,3,1,1.0,202,1990.0,1921,1950,0,576.0,1.0,480.0,0.0,-1.0,1.4709800190294957,50.0,6,0,0,2,0.0,0,2.0,0,2010,2924100,106090000,49,3690241,3802500,0.0,2500.0,0
589,10,8,2,1,8,0,1,1836.0,2.0,0.0,0,2.0,0,1,0,1836,1,0,175,0,2,2.0,8125,0,20,1836,3,0,1.0,528,2009.0,2008,2009,0,1836.0,2.0,517.0,0.0,-1.0,2.0,65.0,5,0,0,3,288.0,0,2.0,0,2009,3370896,66015625,64,4032064,4036081,0.0,4225.0,8125
590,5,5,2,1,6,0,0,1092.0,2.0,0.0,0,2.0,0,0,0,1092,1,0,0,268,2,1.0,14850,0,20,1092,2,0,1.0,2579,1957.0,1957,1957,0,197.0,1.0,299.0,895.0,-1.0,1.0,69.0,5,0,0,1,0.0,122,2.0,0,2006,1192464,220522500,25,3829849,3829849,801025.0,4761.0,0
591,11,7,2,0,4,0,1,1241.0,2.0,0.0,0,2.0,0,1,0,1241,1,0,116,0,2,2.0,4274,0,120,1241,1,0,1.0,1841,2007.0,2006,2007,0,135.0,2.0,569.0,1106.0,-1.0,1.4709800190294957,35.0,5,0,0,3,99.69590931493346,0,2.5,0,2007,1540081,18267076,49,4024036,4028049,1223236.0,1225.0,4274
592,4,6,2,1,6,0,0,1350.0,2.0,0.0,0,2.0,0,0,0,1334,1,0,16,0,2,2.0,9650,0,20,1334,2,0,1.0,591,1977.0,1977,1977,0,664.0,2.0,630.0,686.0,-1.0,1.0,80.0,5,0,0,1,360.0,0,2.5,0,2009,1779556,93122500,36,3908529,3908529,470596.0,6400.0,0
593,6,6,2,2,7,0,0,1144.0,2.0,219.0,0,2.0,0,0,0,1429,1,0,110,216,2,2.0,14585,0,20,1429,3,0,1.0,1897,1960.0,1960,1987,0,331.0,1.0,572.0,594.0,-1.0,2.0,69.05520046484602,6,0,0,3,85.0,0,1.5,0,2007,2042041,212722225,36,3841600,3948169,352836.0,4768.620711240071,0
594,4,8,2,0,7,0,1,1566.0,2.0,0.0,0,2.0,0,1,0,1566,1,0,168,144,2,2.0,9000,0,20,1566,3,0,1.0,70,2008.0,2008,2008,0,488.0,2.0,750.0,1078.0,1.0,1.4709800190294957,75.0,5,0,0,3,36.0,0,3.0,0,2010,2452356,81000000,64,4032064,4032064,1162084.0,5625.0,9000
595,11,7,2,2,8,972,0,908.0,2.0,0.0,0,2.0,0,0,0,2288,1,0,72,321,2,2.0,13774,0,60,1316,4,0,1.0,590,1977.0,1977,1992,0,476.0,2.0,520.0,432.0,-1.0,1.0,69.05520046484602,7,0,1,3,283.0,156,2.0,0,2009,5234944,189723076,49,3908529,3968064,186624.0,4768.620711240071,0
596,1,9,2,1,5,0,1,1698.0,2.0,0.0,0,2.0,0,1,0,1709,1,0,65,97,2,2.0,5119,0,120,1709,2,0,1.0,1172,1999.0,1999,2000,0,460.0,3.0,506.0,1238.0,1.0,1.0,50.0,5,0,0,3,60.0,0,3.0,0,2008,2920681,26204161,81,3996001,4000000,1532644.0,2500.0,5119
597,1,8,2,0,7,0,1,1721.0,2.0,0.0,0,2.0,0,1,0,1721,1,0,27,168,2,2.0,9254,0,20,1721,3,0,1.0,1714,2005.0,2005,2005,0,1602.0,2.0,554.0,119.0,-1.0,1.4709800190294957,71.0,5,0,0,3,210.0,0,3.0,0,2007,2961841,85636516,64,4020025,4020025,14161.0,5041.0,9254
598,3,8,2,0,5,0,1,1254.0,2.0,0.0,0,2.0,0,1,0,1254,1,0,92,168,2,3.0,10324,0,20,1254,2,0,1.0,829,2008.0,2008,2008,0,382.0,2.0,810.0,872.0,1.0,1.4709800190294957,95.0,5,0,0,3,140.0,0,3.0,0,2009,1572516,106584976,64,4032064,4032064,760384.0,9025.0,10324
599,6,5,2,0,6,486,0,576.0,2.0,0.0,0,2.0,0,0,0,1350,1,0,0,0,2,3.0,8375,0,50,864,2,0,1.0,1397,1973.0,1941,1973,0,240.0,1.0,627.0,336.0,-1.0,1.4709800190294957,63.0,7,0,0,2,0.0,0,2.5,0,2008,1822500,70140625,25,3767481,3892729,112896.0,3969.0,0
600,10,7,2,1,6,0,1,1630.0,2.0,0.0,0,2.0,0,1,0,1630,1,0,234,74,2,2.0,9750,0,20,1630,3,0,1.0,877,2000.0,2000,2001,0,1630.0,2.0,451.0,0.0,-1.0,1.0,75.0,5,0,0,3,171.0,0,2.0,0,2009,2656900,95062500,49,4000000,4004001,0.0,5625.0,9750
601,3,7,2,0,7,754,1,784.0,2.0,0.0,0,2.0,0,1,0,1585,1,0,77,100,2,2.0,7632,0,60,831,3,0,1.0,2477,2005.0,2005,2005,0,784.0,2.0,449.0,0.0,-1.0,1.4709800190294957,74.0,5,0,0,3,96.0,0,2.5,0,2006,2512225,58247424,49,4020025,4020025,0.0,5476.0,7632
602,6,5,2,2,5,0,0,1165.0,2.0,0.0,0,2.0,0,0,0,1336,1,0,0,0,2,1.0,15750,0,190,1336,2,0,1.0,2871,1953.0,1953,1953,0,324.0,1.0,375.0,841.0,0.0,2.0,90.0,5,0,0,1,56.0,0,2.0,0,2006,1784896,248062500,25,3814209,3814209,707281.0,8100.0,0
603,3,5,2,1,6,0,0,864.0,2.0,0.0,0,2.0,0,0,0,1211,1,0,0,161,2,2.0,9240,0,20,1211,2,0,1.0,2489,1972.0,1962,2002,0,252.0,1.0,576.0,612.0,-1.0,1.0,69.05520046484602,6,0,0,2,0.0,0,1.0,0,2006,1466521,85377600,25,3849444,4008004,374544.0,4768.620711240071,0
604,8,6,2,1,5,0,0,1259.0,2.0,0.0,0,2.0,0,0,0,1353,1,0,141,240,2,2.0,10400,0,20,1353,2,0,1.0,1655,1979.0,1979,1999,0,356.0,2.0,478.0,903.0,-1.0,1.0,80.0,5,0,0,3,253.0,0,3.0,0,2007,1830609,108160000,36,3916441,3996001,815409.0,6400.0,0
605,10,7,2,1,6,0,0,1174.0,2.0,0.0,0,2.0,0,0,0,1200,1,0,0,0,2,2.0,8800,0,20,1200,3,0,1.0,1891,1966.0,1966,1966,0,520.0,1.0,440.0,654.0,-1.0,1.0,80.0,6,0,0,3,202.0,0,2.5,0,2007,1440000,77440000,49,3865156,3865156,427716.0,6400.0,0
606,5,7,2,1,10,797,1,1475.0,2.0,0.0,0,2.0,0,0,0,2329,1,0,121,192,2,2.0,11839,0,60,1532,4,0,1.0,1419,1990.0,1990,1990,0,390.0,2.0,514.0,1085.0,-1.0,4.0,86.0,5,0,0,3,99.0,0,3.5,0,2008,5424241,140161921,49,3960100,3960100,1177225.0,7396.0,11839
607,12,7,2,0,7,0,1,1536.0,2.0,0.0,0,2.0,0,1,0,1536,1,0,74,192,2,2.0,9135,0,20,1536,3,0,1.0,1473,2002.0,2002,2003,0,726.0,2.0,532.0,810.0,1.0,1.4709800190294957,70.0,5,0,0,3,113.0,0,3.0,0,2008,2359296,83448225,49,4008004,4012009,656100.0,4900.0,9135
608,7,6,3,1,6,0,0,1073.0,2.0,547.0,280,2.0,0,0,0,1811,1,0,0,0,2,2.0,14115,0,20,1811,2,0,1.0,2868,1956.0,1956,2004,0,230.0,1.0,470.0,296.0,-1.0,2.0,90.0,7,0,0,3,0.0,0,1.0,0,2006,3279721,199233225,36,3825936,4016016,87616.0,8100.0,0
609,8,7,2,1,9,1101,1,1063.0,2.0,0.0,0,2.0,0,1,0,2172,1,0,62,192,2,3.0,14154,0,60,1071,3,0,2.0,1695,2006.0,2006,2006,0,1063.0,3.0,947.0,0.0,-1.0,2.0,109.0,5,0,0,3,350.0,0,2.5,0,2007,4717584,200335716,49,4024036,4024036,0.0,11881.0,14154
610,8,4,2,0,6,0,0,1073.0,2.0,0.0,0,2.0,0,0,0,1073,1,0,444,0,2,2.0,6565,0,20,1073,3,0,1.0,2244,1985.0,1957,1980,0,106.0,1.0,720.0,967.0,-1.0,1.4709800190294957,65.0,6,0,0,2,0.0,0,2.0,0,2007,1151329,43099225,16,3829849,3920400,935089.0,4225.0,0
611,6,6,2,1,7,788,0,756.0,2.0,0.0,216,2.0,1,0,0,1839,1,0,124,0,1,2.0,7700,0,60,1051,4,0,1.0,169,1966.0,1966,1966,0,756.0,1.0,442.0,0.0,-1.0,1.0,70.0,5,0,0,1,351.0,0,1.5,0,2010,3381921,59290000,36,3865156,3865156,0.0,4900.0,0
612,10,3,0,0,5,0,0,1020.0,1.9566339700567887,0.0,105,1.9385647909137842,0,-1,0,1020,1,0,0,0,2,0.0,4761,0,50,1020,2,0,0.0,2670,1978.7077955601446,1918,1950,0,1020.0,1.0,0.0,0.0,-1.0,1.4709800190294957,63.0,3,0,-1,0,0.0,0,1.0,0,2006,1040400,22667121,9,3678724,3802500,0.0,3969.0,0
613,5,6,2,1,8,838,1,946.0,2.0,0.0,0,2.0,0,1,0,1802,1,0,92,450,2,4.0,12361,0,60,964,3,0,1.0,247,2000.0,1993,1993,0,86.0,2.0,1017.0,860.0,-1.0,2.0,87.0,7,0,1,3,85.0,0,3.0,0,2010,3247204,152794321,36,3972049,3972049,739600.0,7569.0,12361
614,6,5,2,1,6,0,0,995.0,2.0,0.0,0,2.0,0,0,0,1009,1,0,0,0,2,2.0,9720,0,80,1009,3,0,3.0,2137,1977.0,1977,1977,0,240.0,1.0,576.0,755.0,1.0,0.0,72.0,7,0,0,1,51.0,0,2.0,0,2007,1018081,94478400,25,3908529,3908529,570025.0,5184.0,0
615,11,8,2,0,6,0,1,1338.0,2.0,0.0,0,2.0,0,1,0,1338,1,0,141,0,2,2.0,8640,0,20,1338,3,0,1.0,1794,2007.0,2007,2007,0,1314.0,2.0,598.0,24.0,-1.0,1.4709800190294957,72.0,5,0,0,3,0.0,0,2.0,0,2007,1790244,74649600,64,4028049,4028049,576.0,5184.0,8640
616,7,5,3,2,11,0,0,0.0,2.0,0.0,0,2.0,0,0,0,3820,1,0,372,0,2,2.0,47007,0,20,3820,5,0,1.0100200400801602,1498,1959.0,1959,1996,0,0.0,1.5861723446893787,624.0,0.0,-0.32363271450075265,2.0,123.0,7,0,0,1,0.0,0,3.95924841386042,0,2008,14592400,2209658049,25,3837681,3984016,0.0,15129.0,0
617,3,7,2,0,5,689,1,689.0,2.0,0.0,0,2.0,0,1,0,1392,1,0,102,0,2,2.0,3180,0,160,703,2,0,1.0,1164,2007.0,2007,2007,0,689.0,2.0,540.0,0.0,-1.0,1.4709800190294957,30.0,5,0,0,3,0.0,0,2.0,0,2008,1937664,10112400,49,4028049,4028049,0.0,900.0,3180
618,12,8,3,2,4,0,1,1260.0,2.0,0.0,0,2.0,0,1,0,1288,1,0,30,120,2,2.0,14963,0,120,1288,1,0,1.0,1179,1996.0,1996,1996,0,474.0,2.0,500.0,786.0,-1.0,2.0,38.0,5,0,0,3,0.0,224,2.5,0,2008,1658944,223891369,64,3984016,3984016,617796.0,1444.0,14963
619,4,6,2,0,6,0,0,992.0,2.0,0.0,101,0.0,0,0,0,1013,1,0,0,0,2,1.0,5000,0,45,1013,3,0,1.0,1340,1926.0,1926,1950,0,992.0,1.0,160.0,0.0,-1.0,1.4709800190294957,50.0,7,0,0,3,0.0,0,1.0,0,2008,1026169,25000000,36,3709476,3802500,0.0,2500.0,0
620,4,8,2,2,7,0,1,1782.0,2.0,0.0,0,2.0,0,1,0,1782,1,0,82,99,2,3.0,16870,0,20,1782,3,0,1.0,436,2004.0,2004,2005,0,251.0,3.0,932.0,1531.0,2.0,2.0,129.0,5,0,0,3,238.0,0,3.0,0,2009,3175524,284596900,64,4016016,4020025,2343961.0,16641.0,16870
621,7,9,2,1,8,0,1,1922.0,2.0,0.0,0,2.0,0,1,0,1922,1,0,51,178,2,3.0,14157,0,20,1922,3,0,1.0,1636,2005.0,2005,2006,0,673.0,3.0,676.0,1249.0,2.0,2.0,86.0,5,0,0,3,200.0,0,3.0,0,2007,3694084,200420649,81,4020025,4024036,1560001.0,7396.0,14157
622,7,10,3,1,7,0,1,1700.0,2.0,0.0,0,2.0,0,2,0,1718,1,0,48,216,2,3.0,12456,0,20,1718,3,0,1.0,421,2008.0,2006,2007,0,528.0,3.0,786.0,1172.0,2.0,2.0,96.0,5,0,0,3,230.0,0,3.0,0,2009,2951524,155151936,100,4024036,4028049,1373584.0,9216.0,12456
623,2,10,3,1,8,0,1,2492.0,2.0,0.0,0,2.0,0,2,0,2492,1,0,235,226,2,3.0,14836,0,20,2492,2,0,1.0,457,2004.0,2004,2005,0,346.0,3.0,949.0,2146.0,2.0,4.0,100.0,5,0,0,3,730.0,0,3.5,0,2009,6210064,220106896,100,4016016,4020025,4605316.0,10000.0,14836
624,4,4,2,0,5,312,0,624.0,-1.0,0.0,0,2.0,0,0,0,936,1,0,0,0,2,1.0,6956,0,50,624,3,0,1.0,2834,1948.0,1948,1950,0,624.0,0.0,265.0,0.0,0.0,1.4709800190294957,56.0,7,0,1,3,0.0,0,1.0,0,2006,876096,48385936,16,3794704,3802500,0.0,3136.0,0
625,9,6,2,0,4,0,1,1218.0,2.0,0.0,0,2.0,0,1,0,1218,1,0,102,0,2,2.0,7862,0,20,1218,2,0,1.0,517,2009.0,2009,2009,0,1191.0,2.0,676.0,27.0,-1.0,1.4709800190294957,75.0,5,0,0,3,0.0,0,2.0,0,2009,1483524,61811044,36,4036081,4036081,729.0,5625.0,7862
626,9,7,2,1,8,910,1,910.0,2.0,0.0,0,2.0,0,0,0,1820,1,0,32,318,2,3.0,11050,0,60,910,3,0,1.0,1566,1996.0,1996,1997,0,910.0,2.0,816.0,0.0,0.0,1.0,69.05520046484602,5,0,0,3,0.0,0,2.5,0,2008,3312400,122102500,49,3984016,3988009,0.0,4768.620711240071,11050
627,7,7,2,0,8,844,1,880.0,2.0,0.0,0,2.0,0,0,0,1724,1,0,155,120,2,2.0,8924,0,60,880,3,0,1.0,1439,1998.0,1998,1999,0,880.0,2.0,527.0,0.0,1.0,1.4709800190294957,57.0,5,0,0,3,0.0,0,2.5,0,2008,2972176,79637776,49,3992004,3996001,0.0,3249.0,8924
628,12,6,2,1,7,0,0,1121.0,2.0,0.0,0,2.0,0,0,1,1336,1,0,0,80,1,2.0,9610,0,20,1336,3,0,1.0,2577,1958.0,1958,1958,0,918.0,1.0,488.0,203.0,-1.0,1.0,69.05520046484602,6,0,0,3,632.0,0,1.5,0,2006,1784896,92352100,36,3833764,3833764,41209.0,4768.620711240071,0
629,6,5,2,0,6,648,0,910.0,2.0,0.0,0,2.0,0,0,0,1558,1,0,0,289,2,1.0,13710,0,50,910,4,0,1.0,2241,1950.0,1950,1950,0,490.0,1.0,282.0,420.0,-1.0,1.4709800190294957,75.0,5,0,0,1,0.0,0,1.5,0,2007,2427364,187964100,25,3802500,3802500,176400.0,5625.0,0
630,5,7,2,1,8,956,1,991.0,2.0,0.0,0,2.0,0,1,0,1947,1,0,136,0,2,2.0,12552,0,60,991,3,0,1.0,71,2004.0,2004,2005,0,769.0,2.0,678.0,222.0,-1.0,2.0,100.0,5,0,0,3,0.0,0,2.5,0,2010,3790809,157552704,49,4016016,4020025,49284.0,10000.0,12552
631,11,7,2,0,6,825,1,832.0,2.0,0.0,0,2.0,0,1,0,1657,1,0,74,144,2,2.0,14565,2000,60,832,3,0,1.0,1143,1994.0,1994,1995,0,295.0,2.0,483.0,537.0,1.0,1.4709800190294957,43.0,5,0,0,3,145.0,0,2.5,0,2008,2745649,212139225,49,3976036,3980025,288369.0,1849.0,14565
632,8,7,2,2,7,0,0,2048.0,2.0,186.0,0,2.0,0,1,0,2064,1,0,0,200,2,2.0,18559,0,20,2064,3,0,1.0,1021,1978.0,1978,1978,0,656.0,2.0,550.0,1206.0,-1.0,0.0,56.0,5,0,1,1,383.0,0,3.0,0,2008,4260096,344436481,49,3912484,3912484,1454436.0,3136.0,0
633,8,5,2,0,5,0,0,1164.0,2.0,0.0,0,2.0,0,0,0,1164,1,0,48,0,2,1.0,10880,0,190,1164,3,0,1.0,1416,1950.0,1950,1950,0,124.0,1.0,240.0,1040.0,-1.0,1.4709800190294957,68.0,5,0,0,1,0.0,0,2.0,0,2008,1354896,118374400,25,3802500,3802500,1081600.0,4624.0,0
634,6,7,2,0,4,0,0,836.0,2.0,0.0,0,2.0,0,0,0,836,1,0,30,0,2,1.0,2280,0,120,836,2,0,1.0,35,1975.0,1975,1975,0,836.0,2.0,308.0,0.0,-1.0,1.4709800190294957,24.0,6,0,0,3,0.0,0,1.0,0,2010,698896,5198400,49,3900625,3900625,0.0,576.0,0
635,5,1,2,0,6,0,0,0.0,2.0,0.0,135,0.0,0,0,1,1600,1,0,0,0,1,1.0,31250,0,20,1600,3,0,1.0100200400801602,2904,1951.0,1951,1951,0,0.0,1.5861723446893787,270.0,0.0,-0.32363271450075265,1.4709800190294957,125.0,3,0,-1,1,0.0,0,1.5,0,2006,2560000,976562500,1,3806401,3806401,0.0,15625.0,0
636,5,6,2,0,5,0,1,816.0,1.9566339700567887,0.0,0,1.9385647909137842,0,0,0,816,1,0,32,0,2,0.0,11841,0,90,816,3,0,1.0,2174,1978.7077955601446,1990,1990,0,0.0,2.0,0.0,816.0,1.0,1.4709800190294957,81.0,5,0,1,1,104.0,0,2.0,0,2007,665856,140209281,36,3960100,3960100,665856.0,6561.0,11841
637,10,9,3,1,7,0,1,1766.0,2.0,0.0,0,2.0,0,2,0,1766,1,0,130,195,2,3.0,9187,0,20,1766,2,0,1.0,522,2009.0,2009,2009,0,645.0,3.0,478.0,1121.0,0.0,2.0,85.0,5,0,0,3,162.0,0,3.5,0,2009,3118756,84400969,81,4036081,4036081,1256641.0,7225.0,9187
638,8,5,2,0,8,1001,0,1001.0,2.0,0.0,0,2.0,0,0,0,2002,2,0,0,0,2,3.0,6270,0,90,1001,4,0,1.0,2211,1949.0,1949,1950,0,717.0,1.0,871.0,284.0,-1.0,1.4709800190294957,82.0,6,0,0,1,0.0,0,2.0,0,2007,4008004,39312900,25,3798601,3802500,80656.0,6724.0,0
639,5,7,2,2,8,817,0,798.0,2.0,0.0,150,2.0,0,1,0,1954,1,0,119,0,2,2.0,15660,0,50,1137,3,0,1.0,1539,1939.0,1939,2006,0,457.0,1.0,431.0,341.0,-1.0,1.0,69.05520046484602,9,0,1,3,312.0,0,2.0,0,2008,3818116,245235600,49,3759721,4024036,116281.0,4768.620711240071,0
640,11,7,2,1,6,0,1,1220.0,2.0,0.0,0,2.0,0,1,0,1364,1,0,16,100,2,2.0,3087,0,120,1364,2,0,1.0,2420,2006.0,2006,2006,0,767.0,2.0,437.0,453.0,1.0,2.0,43.0,5,0,0,3,14.0,0,3.0,0,2006,1860496,9529569,49,4024036,4024036,205209.0,1849.0,3087
641,6,7,2,0,8,941,1,916.0,2.0,0.0,0,2.0,0,1,0,1861,1,0,91,146,2,2.0,13450,0,60,920,3,0,1.0,2779,2002.0,2002,2002,0,216.0,2.0,492.0,700.0,-1.0,1.4709800190294957,95.0,5,0,0,3,0.0,0,3.5,0,2006,3463321,180902500,49,4008004,4008004,490000.0,9025.0,13450
642,8,5,2,0,8,432,0,0.0,2.0,0.0,0,2.0,0,0,0,1734,2,0,0,0,2,2.0,10125,0,90,1302,4,0,1.0100200400801602,953,1977.0,1977,1977,0,0.0,1.5861723446893787,539.0,0.0,-0.32363271450075265,1.4709800190294957,75.0,5,0,0,1,0.0,0,2.0,0,2009,3006756,102515625,25,3908529,3908529,0.0,5625.0,0
643,5,4,2,0,6,322,0,405.0,2.0,0.0,168,2.0,0,1,0,1039,1,0,0,0,2,1.0,8146,0,70,717,2,0,1.0,658,1940.0,1900,2003,0,405.0,0.0,281.0,0.0,-1.0,1.4709800190294957,80.0,8,0,1,2,0.0,111,1.0,0,2009,1079521,66357316,16,3610000,4012009,0.0,6400.0,0
644,6,4,2,0,7,677,0,677.0,2.0,0.0,160,2.0,0,1,0,1510,1,0,0,0,2,2.0,9600,0,70,833,3,0,1.0,714,1974.0,1910,1950,0,677.0,0.0,720.0,0.0,-1.0,1.4709800190294957,60.0,4,0,1,1,0.0,0,2.0,0,2009,2280100,92160000,16,3648100,3802500,0.0,3600.0,0
645,7,8,3,1,10,1377,1,1149.0,2.0,0.0,0,2.0,0,1,0,2541,1,0,32,120,2,3.0,12328,0,60,1164,4,0,1.0,1637,2005.0,2005,2005,0,163.0,3.0,729.0,986.0,0.0,2.0,98.0,5,0,0,3,146.0,0,4.5,0,2007,6456681,151979584,64,4020025,4020025,972196.0,9604.0,12328
646,1,8,2,0,6,0,1,1512.0,2.0,774.0,0,2.0,0,1,0,1512,1,0,36,210,2,3.0,10141,0,20,1512,3,0,1.0,538,2004.0,2004,2004,0,222.0,2.0,845.0,516.0,2.0,1.4709800190294957,76.0,5,0,0,3,264.0,0,2.0,0,2009,2286144,102839881,64,4016016,4016016,266256.0,5776.0,10141
647,4,7,2,1,6,0,1,1454.0,2.0,0.0,0,2.0,0,1,0,1434,1,0,39,290,2,2.0,8529,0,20,1434,3,0,1.0,546,2001.0,2001,2001,0,1434.0,2.0,527.0,20.0,-1.0,1.0,65.0,5,0,0,3,0.0,0,2.0,0,2009,2056356,72743841,49,4004001,4004001,400.0,4225.0,8529
648,3,7,2,0,6,841,1,812.0,2.0,0.0,0,2.0,0,1,0,1653,1,0,45,0,2,2.0,8127,0,60,812,3,0,1.0,533,2003.0,2003,2003,0,402.0,2.0,628.0,410.0,-1.0,1.4709800190294957,65.0,5,0,0,3,0.0,0,3.5,0,2009,2732409,66048129,49,4012009,4012009,168100.0,4225.0,8127
649,6,6,3,0,8,917,0,917.0,2.0,0.0,0,2.0,0,0,1,2007,1,0,235,0,1,1.0,8400,0,70,1090,3,0,2.0,718,1930.0,1900,1950,0,917.0,0.0,357.0,0.0,0.0,1.4709800190294957,70.0,7,0,0,2,0.0,0,2.0,0,2009,4028049,70560000,36,3610000,3802500,0.0,4900.0,0
650,8,5,2,0,5,0,0,1037.0,2.0,0.0,0,2.0,0,0,0,1037,1,0,47,136,1,2.0,10751,0,20,1037,2,1,1.0,1830,1974.0,1974,1974,0,250.0,0.0,431.0,787.0,2.0,1.4709800190294957,44.0,5,0,0,1,44.0,0,2.0,0,2007,1075369,115584001,25,3896676,3896676,619369.0,1936.0,0
651,4,5,2,1,6,0,0,1389.0,2.0,123.0,0,2.0,0,0,0,1389,1,0,38,240,2,2.0,10010,0,20,1389,2,0,1.0,2929,1975.0,1974,1975,0,195.0,2.0,418.0,1071.0,1.0,1.0,77.0,5,0,0,2,0.0,0,2.0,0,2006,1929321,100200100,25,3896676,3900625,1147041.0,5929.0,0
652,3,5,2,1,4,0,0,440.0,2.0,0.0,34,4.0,0,0,0,694,1,0,0,0,2,1.0,4280,0,30,694,2,0,1.0,2207,1990.0,1913,2002,0,75.0,1.0,352.0,365.0,-1.0,2.0,40.0,6,0,0,1,0.0,0,1.0,0,2007,481636,18318400,25,3659569,4008004,133225.0,1600.0,0
653,4,6,2,0,5,524,0,572.0,1.9566339700567887,0.0,128,1.9385647909137842,0,0,1,1096,1,0,8,0,1,0.0,9600,0,50,572,2,0,1.0,1417,1978.7077955601446,1924,1950,0,572.0,1.0,0.0,0.0,-1.0,1.4709800190294957,60.0,5,0,0,0,0.0,0,1.0,0,2008,1201216,92160000,36,3701776,3802500,0.0,3600.0,0
654,7,5,2,0,5,0,0,894.0,2.0,0.0,0,2.0,0,0,0,894,1,0,0,256,2,2.0,9800,0,20,894,3,0,1.0,2787,1975.0,1972,1972,0,0.0,1.0,552.0,894.0,-1.0,1.4709800190294957,70.0,7,0,0,1,0.0,0,2.0,0,2006,799236,96040000,25,3888784,3888784,799236.0,4900.0,0
655,5,5,2,0,5,0,0,864.0,2.0,613.0,0,2.0,0,0,0,864,1,0,0,0,2,2.0,7560,0,20,864,3,0,1.0,1037,1977.0,1971,1971,0,132.0,2.0,576.0,119.0,-1.0,1.4709800190294957,63.0,5,0,0,1,0.0,0,2.0,0,2008,746496,57153600,25,3884841,3884841,14161.0,3969.0,0
656,5,4,2,0,8,679,0,1095.0,0.0,0.0,90,0.0,0,0,0,1774,2,0,0,0,2,3.0,9600,0,70,1095,4,0,0.0,2659,1920.0,1900,1950,0,1095.0,1.0,779.0,0.0,-1.0,1.4709800190294957,60.0,2,0,0,0,0.0,0,3.0,0,2006,3147076,92160000,16,3610000,3802500,0.0,3600.0,0
657,7,6,2,1,6,0,0,1096.0,2.0,0.0,0,2.0,0,0,0,1118,1,0,0,203,2,1.0,9880,0,80,1118,3,0,1.0,1567,1977.0,1977,1977,0,574.0,1.0,358.0,522.0,1.0,-1.0,76.0,6,2,0,1,0.0,0,2.0,576,2008,1249924,97614400,36,3908529,3908529,272484.0,5776.0,0
